facet_id,facet_name,row_kind,source_ref,source_construct,domain,subdomain,facet_type,value_polarity,text_observability,applicability_scope,score_scale,score_anchors_json,definition,embedding_text,difficulty,domain_confidence,needs_review,version
K0206,Understanding mechanical concepts,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Understanding mechanical concepts'."", ""-1"": ""Mild lack of 'Understanding mechanical concepts'."", ""0"": ""'Understanding mechanical concepts' not expressed / neutral."", ""1"": ""Moderate 'Understanding mechanical concepts'."", ""2"": ""Strong, exemplary 'Understanding mechanical concepts'.""}",Degree to which the turn exhibits 'Understanding mechanical concepts' (personality trait).,Understanding mechanical concepts | personality trait | Degree to which the turn exhibits 'Understanding mechanical concepts' (personality trait).,medium,low,True,2026.06.0
K0207,Auditory Memory Recall,facet,,,cognitive_numerical,cognitive_numerical,qualitative_trait,neutral,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Auditory Memory Recall'."", ""-1"": ""Mild lack of 'Auditory Memory Recall'."", ""0"": ""'Auditory Memory Recall' not expressed / neutral."", ""1"": ""Moderate 'Auditory Memory Recall'."", ""2"": ""Strong, exemplary 'Auditory Memory Recall'.""}",Degree to which the turn exhibits 'Auditory Memory Recall' (cognitive numerical).,Auditory Memory Recall | cognitive numerical | Degree to which the turn exhibits 'Auditory Memory Recall' (cognitive numerical).,easy,medium,False,2026.06.0
K0208,Storytelling proficiency,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Storytelling proficiency'."", ""-1"": ""Mild lack of 'Storytelling proficiency'."", ""0"": ""'Storytelling proficiency' not expressed / neutral."", ""1"": ""Moderate 'Storytelling proficiency'."", ""2"": ""Strong, exemplary 'Storytelling proficiency'.""}",Degree to which the turn exhibits 'Storytelling proficiency' (personality trait).,Storytelling proficiency | personality trait | Degree to which the turn exhibits 'Storytelling proficiency' (personality trait).,easy,medium,False,2026.06.0
K0209,Music-lessons years,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Music-lessons years'."", ""-1"": ""Mild lack of 'Music-lessons years'."", ""0"": ""'Music-lessons years' not expressed / neutral."", ""1"": ""Moderate 'Music-lessons years'."", ""2"": ""Strong, exemplary 'Music-lessons years'.""}",Degree to which the turn exhibits 'Music-lessons years' (personality trait).,Music-lessons years | personality trait | Degree to which the turn exhibits 'Music-lessons years' (personality trait).,easy,medium,False,2026.06.0
K0210,Warmheartedness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Warmheartedness'."", ""-1"": ""Mild lack of 'Warmheartedness'."", ""0"": ""'Warmheartedness' not expressed / neutral."", ""1"": ""Moderate 'Warmheartedness'."", ""2"": ""Strong, exemplary 'Warmheartedness'.""}",Degree to which the turn exhibits 'Warmheartedness' (personality trait).,Warmheartedness | personality trait | Degree to which the turn exhibits 'Warmheartedness' (personality trait).,easy,medium,False,2026.06.0
K0211,Self-effacement,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Self-effacement'."", ""-1"": ""Mild lack of 'Self-effacement'."", ""0"": ""'Self-effacement' not expressed / neutral."", ""1"": ""Moderate 'Self-effacement'."", ""2"": ""Strong, exemplary 'Self-effacement'.""}",Degree to which the turn exhibits 'Self-effacement' (personality trait).,Self-effacement | personality trait | Degree to which the turn exhibits 'Self-effacement' (personality trait).,easy,medium,False,2026.06.0
K0212,Outspokenness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Outspokenness'."", ""-1"": ""Mild lack of 'Outspokenness'."", ""0"": ""'Outspokenness' not expressed / neutral."", ""1"": ""Moderate 'Outspokenness'."", ""2"": ""Strong, exemplary 'Outspokenness'.""}",Degree to which the turn exhibits 'Outspokenness' (personality trait).,Outspokenness | personality trait | Degree to which the turn exhibits 'Outspokenness' (personality trait).,easy,medium,False,2026.06.0
K0213,Sleep-environment temperature,facet,,,clinical_health,clinical_health,qualitative_trait,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Sleep-environment temperature'."", ""-1"": ""Mild lack of 'Sleep-environment temperature'."", ""0"": ""'Sleep-environment temperature' not expressed / neutral."", ""1"": ""Moderate 'Sleep-environment temperature'."", ""2"": ""Strong, exemplary 'Sleep-environment temperature'.""}",Degree to which the turn exhibits 'Sleep-environment temperature' (clinical health).,Sleep-environment temperature | clinical health | Degree to which the turn exhibits 'Sleep-environment temperature' (clinical health).,hard,medium,True,2026.06.0
K0214,Comprehension of spoken information,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Comprehension of spoken information'."", ""-1"": ""Mild lack of 'Comprehension of spoken information'."", ""0"": ""'Comprehension of spoken information' not expressed / neutral."", ""1"": ""Moderate 'Comprehension of spoken information'."", ""2"": ""Strong, exemplary 'Comprehension of spoken information'.""}",Degree to which the turn exhibits 'Comprehension of spoken information' (personality trait).,Comprehension of spoken information | personality trait | Degree to which the turn exhibits 'Comprehension of spoken information' (personality trait).,medium,low,True,2026.06.0
K0215,Blissfulness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Blissfulness'."", ""-1"": ""Mild lack of 'Blissfulness'."", ""0"": ""'Blissfulness' not expressed / neutral."", ""1"": ""Moderate 'Blissfulness'."", ""2"": ""Strong, exemplary 'Blissfulness'.""}",Degree to which the turn exhibits 'Blissfulness' (personality trait).,Blissfulness | personality trait | Degree to which the turn exhibits 'Blissfulness' (personality trait).,easy,medium,False,2026.06.0
K0216,Sequential Memory Recall,facet,,,cognitive_numerical,cognitive_numerical,qualitative_trait,neutral,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Sequential Memory Recall'."", ""-1"": ""Mild lack of 'Sequential Memory Recall'."", ""0"": ""'Sequential Memory Recall' not expressed / neutral."", ""1"": ""Moderate 'Sequential Memory Recall'."", ""2"": ""Strong, exemplary 'Sequential Memory Recall'.""}",Degree to which the turn exhibits 'Sequential Memory Recall' (cognitive numerical).,Sequential Memory Recall | cognitive numerical | Degree to which the turn exhibits 'Sequential Memory Recall' (cognitive numerical).,easy,medium,False,2026.06.0
K0217,Withdrawnness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Withdrawnness'."", ""-1"": ""Mild lack of 'Withdrawnness'."", ""0"": ""'Withdrawnness' not expressed / neutral."", ""1"": ""Moderate 'Withdrawnness'."", ""2"": ""Strong, exemplary 'Withdrawnness'.""}",Degree to which the turn exhibits 'Withdrawnness' (personality trait).,Withdrawnness | personality trait | Degree to which the turn exhibits 'Withdrawnness' (personality trait).,easy,medium,False,2026.06.0
K0218,Yoga discipline hours / week,facet,892,Hindu spiritual metric,spiritual_religious,Hindu spiritual metric,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Yoga discipline hours / week' never indicated."", ""-1"": ""Rare / minimal indication of 'Yoga discipline hours / week'."", ""0"": ""Unstated or moderate level of 'Yoga discipline hours / week'."", ""1"": ""Frequent / clear indication of 'Yoga discipline hours / week'."", ""2"": ""Very high / extreme 'Yoga discipline hours / week'.""}",Degree to which the turn reveals the frequency/amount of 'Yoga discipline hours / week' (spiritual religious).,Yoga discipline hours / week | Hindu spiritual metric | spiritual religious | Degree to which the turn reveals the frequency/amount of 'Yoga discipline hours / week' (spiritual religious).,hard,high,True,2026.06.0
K0219,Conservatism,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Conservatism'."", ""-1"": ""Mild lack of 'Conservatism'."", ""0"": ""'Conservatism' not expressed / neutral."", ""1"": ""Moderate 'Conservatism'."", ""2"": ""Strong, exemplary 'Conservatism'.""}",Degree to which the turn exhibits 'Conservatism' (personality trait).,Conservatism | personality trait | Degree to which the turn exhibits 'Conservatism' (personality trait).,easy,medium,False,2026.06.0
K0220,Adaptability and Flexibility Subcomponents,category_header,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Adaptability and Flexibility Subcomponents'."", ""-1"": ""Mild lack of 'Adaptability and Flexibility Subcomponents'."", ""0"": ""'Adaptability and Flexibility Subcomponents' not expressed / neutral."", ""1"": ""Moderate 'Adaptability and Flexibility Subcomponents'."", ""2"": ""Strong, exemplary 'Adaptability and Flexibility Subcomponents'.""}",Degree to which the turn exhibits 'Adaptability and Flexibility Subcomponents' (personality trait).,Adaptability and Flexibility Subcomponents | personality trait | Degree to which the turn exhibits 'Adaptability and Flexibility Subcomponents' (personality trait).,medium,low,True,2026.06.0
K0221,Vrata vows observed / year,facet,898,Hindu spiritual metric,spiritual_religious,Hindu spiritual metric,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Vrata vows observed / year' never indicated."", ""-1"": ""Rare / minimal indication of 'Vrata vows observed / year'."", ""0"": ""Unstated or moderate level of 'Vrata vows observed / year'."", ""1"": ""Frequent / clear indication of 'Vrata vows observed / year'."", ""2"": ""Very high / extreme 'Vrata vows observed / year'.""}",Degree to which the turn reveals the frequency/amount of 'Vrata vows observed / year' (spiritual religious).,Vrata vows observed / year | Hindu spiritual metric | spiritual religious | Degree to which the turn reveals the frequency/amount of 'Vrata vows observed / year' (spiritual religious).,hard,high,True,2026.06.0
K0222,Ardency,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Ardency'."", ""-1"": ""Mild lack of 'Ardency'."", ""0"": ""'Ardency' not expressed / neutral."", ""1"": ""Moderate 'Ardency'."", ""2"": ""Strong, exemplary 'Ardency'.""}",Degree to which the turn exhibits 'Ardency' (personality trait).,Ardency | personality trait | Degree to which the turn exhibits 'Ardency' (personality trait).,easy,medium,False,2026.06.0
K0223,Aesthetic Appreciation,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Aesthetic Appreciation'."", ""-1"": ""Mild lack of 'Aesthetic Appreciation'."", ""0"": ""'Aesthetic Appreciation' not expressed / neutral."", ""1"": ""Moderate 'Aesthetic Appreciation'."", ""2"": ""Strong, exemplary 'Aesthetic Appreciation'.""}",Degree to which the turn exhibits 'Aesthetic Appreciation' (personality trait).,Aesthetic Appreciation | personality trait | Degree to which the turn exhibits 'Aesthetic Appreciation' (personality trait).,easy,medium,False,2026.06.0
K0224,Transactional Leadership,category_header,,,leadership_org,leadership_org,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Transactional Leadership'."", ""-1"": ""Mild lack of 'Transactional Leadership'."", ""0"": ""'Transactional Leadership' not expressed / neutral."", ""1"": ""Moderate 'Transactional Leadership'."", ""2"": ""Strong, exemplary 'Transactional Leadership'.""}",Degree to which the turn exhibits 'Transactional Leadership' (leadership org).,Transactional Leadership | leadership org | Degree to which the turn exhibits 'Transactional Leadership' (leadership org).,easy,medium,False,2026.06.0
K0225,Universalism,facet,,Value orientation,values_morality,Value orientation,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Universalism'."", ""-1"": ""Mild lack of 'Universalism'."", ""0"": ""'Universalism' not expressed / neutral."", ""1"": ""Moderate 'Universalism'."", ""2"": ""Strong, exemplary 'Universalism'.""}",Degree to which the turn exhibits 'Universalism' (values morality).,Universalism | Value orientation | values morality | Degree to which the turn exhibits 'Universalism' (values morality).,easy,high,False,2026.06.0
K0226,Regularity of Self-Reflection,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Regularity of Self-Reflection'."", ""-1"": ""Mild lack of 'Regularity of Self-Reflection'."", ""0"": ""'Regularity of Self-Reflection' not expressed / neutral."", ""1"": ""Moderate 'Regularity of Self-Reflection'."", ""2"": ""Strong, exemplary 'Regularity of Self-Reflection'.""}",Degree to which the turn exhibits 'Regularity of Self-Reflection' (personality trait).,Regularity of Self-Reflection | personality trait | Degree to which the turn exhibits 'Regularity of Self-Reflection' (personality trait).,medium,low,True,2026.06.0
K0227,Controlling Reactions,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Controlling Reactions'."", ""-1"": ""Mild lack of 'Controlling Reactions'."", ""0"": ""'Controlling Reactions' not expressed / neutral."", ""1"": ""Moderate 'Controlling Reactions'."", ""2"": ""Strong, exemplary 'Controlling Reactions'.""}",Degree to which the turn exhibits 'Controlling Reactions' (personality trait).,Controlling Reactions | personality trait | Degree to which the turn exhibits 'Controlling Reactions' (personality trait).,easy,medium,False,2026.06.0
K0228,Cultural Intelligence - Behavioral,facet,,Psychological construct,personality_trait,Psychological construct,level_score,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Very low 'Cultural Intelligence - Behavioral'."", ""-1"": ""Below-average 'Cultural Intelligence - Behavioral'."", ""0"": ""Average or not evidenced 'Cultural Intelligence - Behavioral'."", ""1"": ""Above-average 'Cultural Intelligence - Behavioral'."", ""2"": ""Very high 'Cultural Intelligence - Behavioral'.""}",Degree to which the turn exhibits 'Cultural Intelligence - Behavioral' (personality trait).,Cultural Intelligence - Behavioral | Psychological construct | personality trait | Degree to which the turn exhibits 'Cultural Intelligence - Behavioral' (personality trait).,easy,high,False,2026.06.0
K0229,Metabolic Rate (Low or High),facet,,,personality_trait,general_trait,level_score,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Very low 'Metabolic Rate (Low or High)'."", ""-1"": ""Below-average 'Metabolic Rate (Low or High)'."", ""0"": ""Average or not evidenced 'Metabolic Rate (Low or High)'."", ""1"": ""Above-average 'Metabolic Rate (Low or High)'."", ""2"": ""Very high 'Metabolic Rate (Low or High)'.""}",Degree to which the turn exhibits 'Metabolic Rate (Low or High)' (personality trait).,Metabolic Rate (Low or High) | personality trait | Degree to which the turn exhibits 'Metabolic Rate (Low or High)' (personality trait).,medium,low,True,2026.06.0
K0230,Dietary Habits,facet,,,lifestyle_behavior,lifestyle_behavior,qualitative_trait,neutral,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Dietary Habits'."", ""-1"": ""Mild lack of 'Dietary Habits'."", ""0"": ""'Dietary Habits' not expressed / neutral."", ""1"": ""Moderate 'Dietary Habits'."", ""2"": ""Strong, exemplary 'Dietary Habits'.""}",Degree to which the turn exhibits 'Dietary Habits' (lifestyle behavior).,Dietary Habits | lifestyle behavior | Degree to which the turn exhibits 'Dietary Habits' (lifestyle behavior).,medium,medium,False,2026.06.0
K0231,Desire to make an impact,facet,,Significance,personality_trait,Significance,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Desire to make an impact'."", ""-1"": ""Mild lack of 'Desire to make an impact'."", ""0"": ""'Desire to make an impact' not expressed / neutral."", ""1"": ""Moderate 'Desire to make an impact'."", ""2"": ""Strong, exemplary 'Desire to make an impact'.""}",Degree to which the turn exhibits 'Desire to make an impact' (personality trait).,Desire to make an impact | Significance | personality trait | Degree to which the turn exhibits 'Desire to make an impact' (personality trait).,medium,low,True,2026.06.0
K0232,Resilience-Trait score,facet,,Psychological construct,personality_trait,Psychological construct,level_score,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Very low 'Resilience-Trait score'."", ""-1"": ""Below-average 'Resilience-Trait score'."", ""0"": ""Average or not evidenced 'Resilience-Trait score'."", ""1"": ""Above-average 'Resilience-Trait score'."", ""2"": ""Very high 'Resilience-Trait score'.""}",Degree to which the turn exhibits 'Resilience-Trait score' (personality trait).,Resilience-Trait score | Psychological construct | personality trait | Degree to which the turn exhibits 'Resilience-Trait score' (personality trait).,easy,high,False,2026.06.0
K0233,Boredom Susceptibility,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Boredom Susceptibility'."", ""-1"": ""Mild lack of 'Boredom Susceptibility'."", ""0"": ""'Boredom Susceptibility' not expressed / neutral."", ""1"": ""Moderate 'Boredom Susceptibility'."", ""2"": ""Strong, exemplary 'Boredom Susceptibility'.""}",Degree to which the turn exhibits 'Boredom Susceptibility' (personality trait).,Boredom Susceptibility | personality trait | Degree to which the turn exhibits 'Boredom Susceptibility' (personality trait).,easy,medium,False,2026.06.0
K0234,Consummatory Pleasure scale,facet,,Psychological construct,personality_trait,Psychological construct,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Consummatory Pleasure scale'."", ""-1"": ""Mild lack of 'Consummatory Pleasure scale'."", ""0"": ""'Consummatory Pleasure scale' not expressed / neutral."", ""1"": ""Moderate 'Consummatory Pleasure scale'."", ""2"": ""Strong, exemplary 'Consummatory Pleasure scale'.""}",Degree to which the turn exhibits 'Consummatory Pleasure scale' (personality trait).,Consummatory Pleasure scale | Psychological construct | personality trait | Degree to which the turn exhibits 'Consummatory Pleasure scale' (personality trait).,easy,high,False,2026.06.0
K0235,Leadership Styles and Behaviors,category_header,,,leadership_org,leadership_org,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Leadership Styles and Behaviors'."", ""-1"": ""Mild lack of 'Leadership Styles and Behaviors'."", ""0"": ""'Leadership Styles and Behaviors' not expressed / neutral."", ""1"": ""Moderate 'Leadership Styles and Behaviors'."", ""2"": ""Strong, exemplary 'Leadership Styles and Behaviors'.""}",Degree to which the turn exhibits 'Leadership Styles and Behaviors' (leadership org).,Leadership Styles and Behaviors | leadership org | Degree to which the turn exhibits 'Leadership Styles and Behaviors' (leadership org).,easy,medium,False,2026.06.0
K0236,I Ching hexagram 5 resonance level,facet,723,,spiritual_religious,spiritual_religious,level_score,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Very low 'I Ching hexagram 5 resonance level'."", ""-1"": ""Below-average 'I Ching hexagram 5 resonance level'."", ""0"": ""Average or not evidenced 'I Ching hexagram 5 resonance level'."", ""1"": ""Above-average 'I Ching hexagram 5 resonance level'."", ""2"": ""Very high 'I Ching hexagram 5 resonance level'.""}",Degree to which the turn exhibits 'I Ching hexagram 5 resonance level' (spiritual religious).,I Ching hexagram 5 resonance level | spiritual religious | Degree to which the turn exhibits 'I Ching hexagram 5 resonance level' (spiritual religious).,hard,medium,True,2026.06.0
K0237,carbs,facet,,Macronutrient ratio,clinical_health,Macronutrient ratio,qualitative_trait,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'carbs'."", ""-1"": ""Mild lack of 'carbs'."", ""0"": ""'carbs' not expressed / neutral."", ""1"": ""Moderate 'carbs'."", ""2"": ""Strong, exemplary 'carbs'.""}",Degree to which the turn exhibits 'carbs' (clinical health).,carbs | Macronutrient ratio | clinical health | Degree to which the turn exhibits 'carbs' (clinical health).,hard,high,True,2026.06.0
K0238,Passport-stamps count,facet,,,lifestyle_behavior,lifestyle_behavior,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Passport-stamps count' never indicated."", ""-1"": ""Rare / minimal indication of 'Passport-stamps count'."", ""0"": ""Unstated or moderate level of 'Passport-stamps count'."", ""1"": ""Frequent / clear indication of 'Passport-stamps count'."", ""2"": ""Very high / extreme 'Passport-stamps count'.""}",Degree to which the turn reveals the frequency/amount of 'Passport-stamps count' (lifestyle behavior).,Passport-stamps count | lifestyle behavior | Degree to which the turn reveals the frequency/amount of 'Passport-stamps count' (lifestyle behavior).,hard,medium,True,2026.06.0
K0239,Local-food sourcing %,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Local-food sourcing %'."", ""-1"": ""Mild lack of 'Local-food sourcing %'."", ""0"": ""'Local-food sourcing %' not expressed / neutral."", ""1"": ""Moderate 'Local-food sourcing %'."", ""2"": ""Strong, exemplary 'Local-food sourcing %'.""}",Degree to which the turn exhibits 'Local-food sourcing %' (personality trait).,Local-food sourcing % | personality trait | Degree to which the turn exhibits 'Local-food sourcing %' (personality trait).,medium,low,True,2026.06.0
K0240,Patient care orientation,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Patient care orientation'."", ""-1"": ""Mild lack of 'Patient care orientation'."", ""0"": ""'Patient care orientation' not expressed / neutral."", ""1"": ""Moderate 'Patient care orientation'."", ""2"": ""Strong, exemplary 'Patient care orientation'.""}",Degree to which the turn exhibits 'Patient care orientation' (personality trait).,Patient care orientation | personality trait | Degree to which the turn exhibits 'Patient care orientation' (personality trait).,medium,low,True,2026.06.0
K0241,Soft-skill training hours,facet,,,personality_trait,general_trait,frequency_count,bipolar,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Soft-skill training hours' never indicated."", ""-1"": ""Rare / minimal indication of 'Soft-skill training hours'."", ""0"": ""Unstated or moderate level of 'Soft-skill training hours'."", ""1"": ""Frequent / clear indication of 'Soft-skill training hours'."", ""2"": ""Very high / extreme 'Soft-skill training hours'.""}",Degree to which the turn reveals the frequency/amount of 'Soft-skill training hours' (personality trait).,Soft-skill training hours | personality trait | Degree to which the turn reveals the frequency/amount of 'Soft-skill training hours' (personality trait).,medium,low,True,2026.06.0
K0242,Graffiti appreciation,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Graffiti appreciation'."", ""-1"": ""Mild lack of 'Graffiti appreciation'."", ""0"": ""'Graffiti appreciation' not expressed / neutral."", ""1"": ""Moderate 'Graffiti appreciation'."", ""2"": ""Strong, exemplary 'Graffiti appreciation'.""}",Degree to which the turn exhibits 'Graffiti appreciation' (personality trait).,Graffiti appreciation | personality trait | Degree to which the turn exhibits 'Graffiti appreciation' (personality trait).,easy,medium,False,2026.06.0
K0243,Preference for Home-Cooked vs Restaurant Meals,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Preference for Home-Cooked vs Restaurant Meals'."", ""-1"": ""Mild lack of 'Preference for Home-Cooked vs Restaurant Meals'."", ""0"": ""'Preference for Home-Cooked vs Restaurant Meals' not expressed / neutral."", ""1"": ""Moderate 'Preference for Home-Cooked vs Restaurant Meals'."", ""2"": ""Strong, exemplary 'Preference for Home-Cooked vs Restaurant Meals'.""}",Degree to which the turn exhibits 'Preference for Home-Cooked vs Restaurant Meals' (personality trait).,Preference for Home-Cooked vs Restaurant Meals | personality trait | Degree to which the turn exhibits 'Preference for Home-Cooked vs Restaurant Meals' (personality trait).,medium,low,True,2026.06.0
K0244,Immune-response age,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Immune-response age'."", ""-1"": ""Mild lack of 'Immune-response age'."", ""0"": ""'Immune-response age' not expressed / neutral."", ""1"": ""Moderate 'Immune-response age'."", ""2"": ""Strong, exemplary 'Immune-response age'.""}",Degree to which the turn exhibits 'Immune-response age' (personality trait).,Immune-response age | personality trait | Degree to which the turn exhibits 'Immune-response age' (personality trait).,easy,medium,False,2026.06.0
K0245,Cognitive Empathy,facet,,Social-cognition variable,social_relational,Social-cognition variable,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Cognitive Empathy'."", ""-1"": ""Mild lack of 'Cognitive Empathy'."", ""0"": ""'Cognitive Empathy' not expressed / neutral."", ""1"": ""Moderate 'Cognitive Empathy'."", ""2"": ""Strong, exemplary 'Cognitive Empathy'.""}",Degree to which the turn exhibits 'Cognitive Empathy' (social relational).,Cognitive Empathy | Social-cognition variable | social relational | Degree to which the turn exhibits 'Cognitive Empathy' (social relational).,easy,high,False,2026.06.0
K0246,Kink-interest diversity,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Kink-interest diversity'."", ""-1"": ""Mild lack of 'Kink-interest diversity'."", ""0"": ""'Kink-interest diversity' not expressed / neutral."", ""1"": ""Moderate 'Kink-interest diversity'."", ""2"": ""Strong, exemplary 'Kink-interest diversity'.""}",Degree to which the turn exhibits 'Kink-interest diversity' (personality trait).,Kink-interest diversity | personality trait | Degree to which the turn exhibits 'Kink-interest diversity' (personality trait).,easy,medium,False,2026.06.0
K0247,Adaptability and Flexibility,category_header,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Adaptability and Flexibility'."", ""-1"": ""Mild lack of 'Adaptability and Flexibility'."", ""0"": ""'Adaptability and Flexibility' not expressed / neutral."", ""1"": ""Moderate 'Adaptability and Flexibility'."", ""2"": ""Strong, exemplary 'Adaptability and Flexibility'.""}",Degree to which the turn exhibits 'Adaptability and Flexibility' (personality trait).,Adaptability and Flexibility | personality trait | Degree to which the turn exhibits 'Adaptability and Flexibility' (personality trait).,medium,low,True,2026.06.0
K0248,Judging Consequences,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Judging Consequences'."", ""-1"": ""Mild lack of 'Judging Consequences'."", ""0"": ""'Judging Consequences' not expressed / neutral."", ""1"": ""Moderate 'Judging Consequences'."", ""2"": ""Strong, exemplary 'Judging Consequences'.""}",Degree to which the turn exhibits 'Judging Consequences' (personality trait).,Judging Consequences | personality trait | Degree to which the turn exhibits 'Judging Consequences' (personality trait).,easy,medium,False,2026.06.0
K0249,Harmfulness,facet,,,safety,safety,qualitative_trait,bipolar,observable,universal,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Harmfulness'."", ""-1"": ""Mild lack of 'Harmfulness'."", ""0"": ""'Harmfulness' not expressed / neutral."", ""1"": ""Moderate 'Harmfulness'."", ""2"": ""Strong, exemplary 'Harmfulness'.""}",Degree to which the turn exhibits 'Harmfulness' (safety).,Harmfulness | safety | Degree to which the turn exhibits 'Harmfulness' (safety).,easy,medium,False,2026.06.0
K0250,Affinity,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Affinity'."", ""-1"": ""Mild lack of 'Affinity'."", ""0"": ""'Affinity' not expressed / neutral."", ""1"": ""Moderate 'Affinity'."", ""2"": ""Strong, exemplary 'Affinity'.""}",Degree to which the turn exhibits 'Affinity' (personality trait).,Affinity | personality trait | Degree to which the turn exhibits 'Affinity' (personality trait).,easy,medium,False,2026.06.0
